attraction,username,contributions,time,review,rating
Adventure Playground,Aries SoAwesome,6,Mar 2020,Great park an view,5.0
Adventure Playground,Deemster aaa,144,Mar 2022,Great for the munchkins,5.0
Adventure Playground,Franklin Amador,1 review,Mar 2018,Fun outdoor creativity!,5.0
Adventure Playground,శివ Ch,316,Mar 2020,Fun activities for kids,5.0
Adventure Playground,Makhdoom Zada,113,Mar 2021,Best place for kids,5.0
Adventure Playground,jason bailey,15,Mar 2019,great place for the family,4.0
Adventure Playground,La Chapina,12,Mar 2020,love it,5.0
Adventure Playground,Li Lou,161,Mar 2021,Awsome park to discover,5.0
Adventure Playground,Shawn Ma,35,Mar 2020,very adventurous..,4.0
Adventure Playground,aw c,3,Mar 2018,I like it,5.0
Adventure Playground,Raquel Ramsey-Shelton,505,Mar 2019,Crazy Fun for kids,5.0
Adventure Playground,Krystle Conner,70,Mar 2019,Apparently not open,1.0
Adventure Playground,Drea Calibama,17,Mar 2021,Great,5.0
Adventure Playground,עפרה ואליאב גולדברג,357,Mar 2017,Great place with kids,5.0
Adventure Playground,Me,913,Mar 2020,I love adventures,5.0
Adventure Playground,Matt Delbridge,9,Mar 2022,Wonderful place,5.0
Adventure Playground,Jackson Graham,3,Mar 2020,Good,5.0
Adventure Playground,Alan Juarez Espinoza,3,Mar 2019,Nice,4.0
Adventure Playground,Erich Platz (MINES MUTHAFUXXXOH),136,Mar 2018,Great for kids,5.0
Adventure Playground,Paul Schrager,10,Mar 2018,Greatest place on earth,5.0
Adventure Playground,Susan Basanjav,27,Mar 2020,Love this place..,5.0
Adventure Playground,unknownfallout,4,Mar 2020,Wish I had this,5.0
Adventure Playground,Leighton Hinkley,4,Mar 2015,The bomb dot com.,5.0
Adventure Playground,Antoine Carriere,141,Mar 2014,Only in Berkeley,4.0
Adventure Playground,Hannah Mrvichin,4,Mar 2023,"This was my kids’ absolute favorite place to visit on our trip to Berkeley. It has something for every interest. Whether they are into construction and building, art, music, climbing challenges, treasure hunting, exploring, hide and seek, …",5.0
Adventure Playground,Brian Skellie (brnskll),176,Mar 2023,A special place to learn a lot and work with your hands for young people of all ages. I hope it lasts for generations to come to experience this.,5.0
Adventure Playground,Calberto MaNav,36,Mar 2022,Excellent for girls and boys the area of ​​planet Snoopy,5.0
Adventure Playground,EunYoung Lim,13,Jul 2022,I had a fun experience with the kids. But it …,5.0
Adventure Playground,Karime Fernandez,55,Mar 2020,"It looks fun, but you have to be very careful with the wood pellets. And it's good to wear proper clothes to get dirty 😜 and a lot",2.0
Adventure Playground,Tobias Müller,20,Mar 2020,Great adventure playground. Anyone who wants to do something good for their children at the weekend drives by here. Enough space to run around and …,5.0
Adventure Playground,YN Choi,150,Mar 2020,Parking is easy and you can play freely for free. If …,5.0
Adventure Playground,SinaloenseRT27 23,19,Mar 2020,"I like it a lot 👌 sun, sea, a small mini park for my children highly recommended 👏 …",5.0
Adventure Playground,Marisa Itzel Lizarde,113,Mar 2022,"a very nice place to be, walk and relax!",5.0
Adventure Playground,Eliu Carias,1 review,Mar 2019,Very beauti …,5.0
Adventure Playground,Jesus Vidal,10,Mar 2018,It's so much fun for my son,5.0
Adventure Playground,Erwin V.,812,Mar 2020,A friendly and interesting playground for children.,4.0
Adventure Playground,c w,19,Mar 2018,Very fu …,5.0
Adventure Playground,Mark Shimada,82,Mar 2021,Burgerssss,4.0
Alcatraz Island,Cynthia Boedihardjo,123,Mar 2022,I've lived in this city for 16 years and this was the first time I visited this magnificent island. It's definitely more than just a prison. They landscape and bird sanctuary is quite remarkable. After the heavy rains the island is just so …,
Alcatraz Island,Hunter Machin,128,Jun 2022,Such a cool and unique experience. Went here on a family vacation. It's just so interesting that you can visit this island that was made as a prison. It's unlike any other tour. It's cool and spooky and you learn a lot! Would definitely recommend others to try it out!,
Alcatraz Island,Frankie Painter,194,Feb 2023,Absolutely loved my day here! I bought a ticket online although I could have easily saved the $8 processing fee and bought it at the gate. I’m sure that’s because I was there in the off season  (mid-Jan). I signed up for an 11am slot but …,
Alcatraz Island,Devin Ganka,177,May 2022,"Love the history!! The audio tour was actually really good and informative. From the moment you step on the island you can feel the history. That’s something I love about old, historic locations. The boat ride was smooth and fast. The island is a walk, so be prepared for that. But, my oh my, what an experience.",
Alcatraz Island,David Garnica,236,Jun 2022,"Great historical place. The rangers are very knowledgeable about everything the rock was about and the audio tour really brings the place to life. Make sure to bring a mask otherwise you will have to pay for one, also have water with you the walk is long. Food is not allowed on site so eat prior to getting there",
Alcatraz Island,Rabail Abeer,117,Apr 2022,We did the day tour to Alcatraz. It was worth every penny. You get the audio tour which was very helpful in telling the stories of past. Everything is preserved in an amazing way with lots of stories to read there. …,
Alcatraz Island,Stevie C,37,Sep 2022,"Brilliant!
One of my bucket list places! Great boat ride over and the tour was excellent.  I suggest going early so you can come back on a later boat.  We left later and wasn’t rushed around but I could have done with a another hour.",
Alcatraz Island,Darryl S,230,May 2022,"This is an absolutely stunning oasis in the middle of San Francisco Bay. It’s so peaceful and so very beautiful with the gardens that the prisoners planted, and all the seabirds which call this island home. The historical aspect was very …",
Alcatraz Island,Alexey Batchenkov,103,Mar 2022,"First ride on Saturday morning had not too much people. So keep it in mind if you don't like crowd. We were lucky. It was beautiful weather -- warm, calm and sunny. We spent about four hours in there and could stay even longer but not all the buildings were open to see them. I liked their gift shop much more than the one on pier 39.",
Alcatraz Island,Adam Kaplan,273,Jun 2022,"Amazing piece of history. There was a military base, then the famous prison, then the site of a native occupation, now a tourist attraction. The red power exhibit is moving, I highly recommend you visit it. There are so many birds on the island, great for easy birdwatching of lots of sea birds. Amazing views of San Francisco.",
Alcatraz Island,David Wolfe,266,Aug 2022,"A very interesting visit.  There is so much to learn about its history from actual inmates and guards with the audio tour.  I could not imagine being locked up there, it is beyond my understanding. If you are a bird watcher this island is …",
Alcatraz Island,Alberto Cua,9,Mar 2022,"Worth every dollar. You get to go around the whole island, in the prison and other buildings. The audio self guided tour is included with the ticket at no charge. I’d recommend that you take the 1pm boat ride or earlier. It takes a while to go through the island and enjoy the views of the San Francisco Skyline and the Golden Gate Bridge.",
Alcatraz Island,Ben Kurtz,23,Apr 2022,"OK, the walking tour was great and gave TONS of information.  As homeschooling parents we always look to add fun education bits wherever we go on vacations.  The day we were there the west road was open and really was worth exploring.  The …",
Alcatraz Island,Benjimen Lewis,24,Mar 2022,The park rangers there were very knowledgeable and kind. The audio tour is very informative. There's a tram for those impaired every 45 min. Beautiful flowers all over. Recommend making it a day in order to take your time thoroughly if you enjoy the history and scenic pictures.,
Alcatraz Island,Maricel Valdiviezo,68,Mar 2022,"I took a tour of the island and it was very interesting! Facilities are clean, sanitizers everywhere and people following the protocols.
History of this place is amazing and the the devices available for the tour are …",
Alcatraz Island,The K Green Show,498,Oct 2022,Pretty cool visit to Alcatraz.  Boarding process at pier was easy and getting back was too. They offer snacks on the boat. The tour guide at the beginning was great and the hike up was nice to get to the jail. Jail has free audio tour as …,
Alcatraz Island,Preeti Tiwari,134,Oct 2022,"If you love history, and love to explore something interesting then you should come, otherwise also you can come to have a look of whole view of San Francisco city while traveling till the island in middle of the sea. Who will be reaching …",
Alcatraz Island,Anthony Lee,30,Jul 2022,Outstanding….just outstanding. It gives you goosebumps walking around. What a place to visit. …,
Alcatraz Island,Susan Brown,617,May 2022,"It’s a definite must do when you visit San Francisco. I’ll tell you…the gardens were my favorite part. They take such good care of them. They are beautiful! I didn’t listen to the audio tour, but was able to gain the history through all the …",
Alcatraz Island,John Evans,94,Mar 2023,"Historic landmark that is a national park. Reasonable price for the boat ride and audio self guided tour via Alcatraz City Cruises. We lucked out and had great weather. Very cool (and creepy) to walk through the main prison. Great views from outside. Very hilly so not easy to walk, beware. Good views from the boat ride as well.",
Alcatraz Island,Sarah-Maude Potvin,39,Sep 2022,"One thing that’s important to know: the island is like a park where a bunch of seagulls live and reproduce. It smells… interesting, to say the least. There is poop everywhere and seagulls are screaming all around you. …",
Alcatraz Island,Patrick Cassidy,125,Jul 2022,Great tour experience. Well organized and efficient from the moment you arrive. The island itself is full of interesting stories that are narrated by ex-guards and prisoners. Gives you a real insight into what life in one of the harshest prisons in history must have been like.,
Alcatraz Island,Samuel Magni,27,Mar 2023,"Well organized ticket office and ferry, inside the ferry you can find a small bar that provides drinks and food.
Great welcome from the island staff once you get off the ferry, brief …",
