platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,Alcatraz Island,"Our short journey began by boarding a ferry off Pier 39. The ferry, more hulking metal beast than boat, rode the swells with a gentle fore and aft tilting motion, as it moved across the open water at a lethargic pace, thrumming of the engines rising through the deck in harmonic waves as if one engine was competing with the other.",5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"I read some of the reviews re. Bird poop , flies. To me it’s a uncontrollable fact.",4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Lo primero es valorar positivamente la organización. Sobre todo cuando llegas a Alcatraz. La visita la puedes hacer al ritmo que tú quieras y las audio guías son amenas y fácil de entender.,5.0,"Aug, 2022",
TripAdvisor,Alcatraz Island,"Amazing! So interesting, lots of information on display, from staff and from the guided tour! It was great to be able to go in and see all of the cells, the different facilities the prisoners had etc. There is no time pressure to leave and you can take your time, which is great!",5.0,"Aug, 2022",
TripAdvisor,Alcatraz Island,"Abbiamo visitato il carcere dì Alcatraz, il carcere più noto al mondo!",3.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,There is no doubt in my mind that this is a tour that everyone should attempt to do.,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,*BOOK A SUNSET TOUR IN ADVANCE*,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"Watch 'The Rock' movie before you go, it will get you the reference points that makes a visit even more interesting. Ironically the Island is beautiful and surrounded by stunning scenery. So glad we decided to do touristy thing on our visit. The ferry ride was great. Memorable experience. Interesting place.",5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,wasn' t sure whether this would be my cup of tea but so glad we went. the audio tour was fantastic and so well organised and curated. very interesting. also the island (ironically) is beautiful and surrounded by stunning scenery.,5.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,I lived in San Francisco but never managed to go to Alcatraz. So happy I decided to be touristy this visit. It was a wonderful experience for me and my teen son,5.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,Alcatraz is an excellent historical attraction. We had booked the night tour but the time had been moved to 3.50pm. It would have been fantastic to be there in the dark.,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,This was a fun and informative trip and worth the money. I’d recommend going in the morning to avoid the afternoon crowds. We booked for 1010am and the boat left at 940am - we were told to be there 30 minutes early but make sure you’re not late as they’re not joking!,4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"I might be wrong here but I was really looking forward to Alcatraz. The ferry service was good, although a bit OTT on the security etc.",3.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,"Recommend the tour with the guide very educational,good to see all the prison in real life after hearing so much about it ,be prepared for loads of flies",5.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,It was such a disappointment. Nothing has been maintained and the buildings are literally falling apart. The audio tour is good but the audio on the devices are awful.,2.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,"Embarque pontual, oferecem audioguia em português. Apesar do valor do ingresso ser alto em comparação a outras atrações da cidade, vale muito a pena fazer esse tour.",4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"This is not a high cost day out, its a great experience, really well done, the boat ride out is a good sightseeing way to view the city too. The prison is atmospheric, informative and really interesting. Watch Escape from Alcatraz the film a few days before you go, you'll get all the reference points and get to know some of the inmates before you get there.",5.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,We took the arranged ferry out to the prison and had a guided tour on the Alcatras prison. Very interesting to see how prisoners had to live during their stay out there.,5.0,"Jun, 2022",
TripAdvisor,Alcatraz Island,I have always wanted to go here and so glad I did. I like the fact you can go round at your own pace with the audio tour and catch any ferry back when you want. Very thought provoking visit and I learned so much. Not a bad price too.,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,I'm really glad I took the tour of the prison. I'd have missing out on a lot of interesting facts and information by simply cruising by the island.,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Visiting from UK audio tour was excellent and very informative Alcatraz Island was easy to reach via ferry. Inside tbe prison was both bleak and interesting but i really felt it gave you an insight on what life was like for the prisoners Well worth a visit,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"El tour está muy bien organizado e incluye el ferry (ida y vuelta) y la visita a la isla con audio explicativo en el idioma que se necesite. Cada turista recibe un aparato (tipo celular) con el idioma que seleccione y puede ir recorriendo toda la carcel con las increibles historias contadas por guardias verdaderos y presos que pasaron varios años en esa carcel. Si bien cada uno hace el recorrido a su propio ritmo, ya que el relato puede pausarse si uno quiere quedarse mas tiempo en ciertos lugares, aproximadamente se puede hacer en 3 horas (o menos). Recomiendo ir temprano ya que es el momento del dia donde hay menos gente. Muy buena experiencia.",4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Ein Muss wenn man in SF ist. Uns hat die Reise nach Alcatraz unheimlich gut gefallen. War sehr interessant und hatte etwas unheimliches :) Wir haben die Tickets davor im Internet schon zu Hause gebucht.,5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"Although disappointed not to be able to get on a night tour, the daylight hours tour was nonetheless very good. Quayside queuing and the boat trip over to the island was very busy but staff worked efficiently and effectively to keep customers informed. The island experience itself was excellent and I learned a great deal about the history of the prison, its inmates and staff. Book early, accept it will be busy - and enjoy a tourist experience that also offers good value for money.",4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Informative and fun! The audio tour gave a good overview of the history of Alcatraz. The short sessions overlapped so we were only able to catch one of them before our ferry ride back. I wish we could have heard more.,4.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"Es ist zwar das übliche Touristenprogrammm, aber trotzdem sehenswert. Hier erfährt man etwas über den harten Alltag im amerikanischen Strafvollzug.",4.0,"May, 2022",
TripAdvisor,Alcatraz Island,"Een unieke ervaring, een mooie rondleiding. Alleen al de boot er naartoe is een belevenis. Enthousiaste gids. Opvallend en super: audioguides in het Nederlands !",5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Well worth a visit - very interesting to actually see it in real life! Beware of the boat trip over though- you get covered in flies - it’s horrible! Maybe wearing repellant would help,5.0,"Sep, 2022",
TripAdvisor,Alcatraz Island,I arrived an hour before just to find out there were no more tours. I bought my tickets online 2-3 months before.,1.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,"what a day we had, nice 20-minute boat ride over to Alcatraz Island, spent 3 hours walking around the prison and grounds, audible handheld device and gives a commentary of the history and prisoners held here.",5.0,"Oct, 2022",
TripAdvisor,Alcatraz Island,Sollte man unbendingt sehen. Tickets unbendingt online reservieren. Die Überfahrt zur Insel ist sehr schön. Auf der Insel gibt es unteranderem eine Audio-Guide Tour (verschiedene Sprachen) welche sehr spannend anzuhören war. Besuch kann ich nur empfehlen.,5.0,"Oct, 2022",
