attraction,username,city,country,contribution,title,month,year,review,rating
Alcatraz Island,pirolo_farm,Orduna,Spain11,3,Visita obligada,Sep,2022,Increíble excursión. Yo la hice por la noche y las vistas de la ciudad son impresionantes desde la isla. Dentro te cuentan toda la historia de la prisión así como de su famosa fuga. El barco sale del pier 33. Coger las entradas con dos Meses de antelación sobre todo si quieres ir en el turno de noche. Le he quitado una estrella porque han acortado la audio guía y se dejan cosas en el tintero.,4.0
Alcatraz Island,Emma K,None,None,9,Worth a visit,Nov,2022,"It was a really interesting tour, but I felt there could have been more variety of information in the audio tour. The stories of the prisoners were extremely interesting but the pace of the audio tour was really weird. It felt like a lot of time was spent on parts that could have been summed up in a few sentences, while other parts were skipped over really fast with not enough info given.",4.0
Alcatraz Island,DidiD26,Ottawa,Canada19,2,Finally Alcatraz,Nov,2022,Alcatraz Island was interesting. Short ferry ride to get there. Well organized with a quick orientation when arriving on the island. Audio casette included with the price for a 30 minutes description of the cell house. Ex ranger giving a lecture on the myths of Alcatraz. Interesting and informative. Nice views of the Golden Gate Bridge. Able to return whenever we feel like it. Ferries come regularly.,5.0
Alcatraz Island,Julia Clark,Kilmarnock,UK1,9,Must visit,Nov,2022,An absolute must for anyone visiting San Francisco.,5.0
Alcatraz Island,Lottelli,None,None,"Wirral, UK2,432",Night tour,Oct,2022,We booked a night tour with Alcatraz City Cruises. The darkness added to the eeriness of the place!,5.0
Alcatraz Island,James c,Oklahoma City,OK12,7,America's most famous prison,Oct,2022,"Booked a tour through a site that leads you too from national park website.around $40, well worth it. We enjoyed the ride on boat back and forth. You have to hike up buts its not bad, my friend broke her ankle, so I went up on a provided tram but walked down for photography. There is soooo much to see here, didn't know it was once a military fort and native Americans occupied this place in the 70s. The national park svc does a great job with everything. A audio set is provided, a ranger gives a speech on the place and the surrounding area is really nice plus so much info to learn. On a 2 day itinerary in San Francisco you must visit",5.0
Alcatraz Island,Peter N,Gold Coast,Australia,4,A great experience,Oct,2022,This was well organised from the time you got on the boat. When you exit the boat there is a Ranger to give you an overview of hat you will see. There’s is a lot of steps but a small shuttle to take some people up and down the hill. When inside there is an excellent audio toor.,5.0
Alcatraz Island,SIMONA B,Florence,Italy3,5,Da non perdere,Oct,2022,"Un luogo che fa parte dell'immaginario collettivo. Tenuto bene e cristallizzato all'epoca della chiusura. Begli scorci della baia e dello skyline di San Francisco. Molto interessante la mostra sul ""periodo indiano"". Consigliato",5.0
Alcatraz Island,shaunaleeh94,Greater Manchester,UK4,0,Very underwhelming,Sep,2022,"Very underwhelming. We went in September, and as soon as we got on the boat we was surrounded by a swarm of mosquitos, there was at least 20/30 on each person constantly, it was horrific. Then once arriving at the island, theres a steep walk up to the prison, there you are handed a device which is your tour guide around the prison.",3.0
Alcatraz Island,Ajia C,Loveland,CO2,2,Worth it,Nov,2022,"We decided last minute to take the tour, it was so much fun! We learned allot and the audio tour was definitely a must do. The hike around Alcatraz was errily beautiful. The ruins were overwhelming beautiful and had plant life growing all over. I do wish we could have e seen more of the sites but for safety reasons we couldn't so gotta just respect that and accept it for what it is.",5.0
Alcatraz Island,stephen c,Bradford,UK13,5,Brilliant,Oct,2022,"What an incredible iconic place. The audio tour was superb, bringing the atmosphere alive. Very moving and thought provoking.",5.0
Alcatraz Island,Adam W,Coventry,UK2,7,Great place,Oct,2022,"The bad thing about Alcatraz is the weather going over in the boat, you need a jacket because the wind is cold in bay, Alacatraz itself is very interesting & you can take lots of photos & see what it was really like as a prison & it can be spooky especially if you go on the night tour. Some areas are closed to the public due to it being unsafe because its crumbling away. All in all, It was a great trip. One tip make sure you book this well in advance, don't just turn up on the day as you will not get a ticket.",4.0
Alcatraz Island,Jaymie C,Cupertino,CA1,8,Alcatraz,Oct,2022,"Our short journey began by boarding a ferry off Pier 39. The ferry, more hulking metal beast than boat, rode the swells with a gentle fore and aft tilting motion, as it moved across the open water at a lethargic pace, thrumming of the engines rising through the deck in harmonic waves as if one engine was competing with the other.",5.0
Alcatraz Island,GEODIAN,Port Macquarie,Australia36,0,Make your own mind up,Oct,2022,"I read some of the reviews re. Bird poop , flies. To me it’s a uncontrollable fact.",4.0
Alcatraz Island,Cordoba075,Cordoba,Spain69,8,Bien organizado,Aug,2022,Lo primero es valorar positivamente la organización. Sobre todo cuando llegas a Alcatraz. La visita la puedes hacer al ritmo que tú quieras y las audio guías son amenas y fácil de entender.,5.0
Alcatraz Island,Harriet,Nottingham,UK7,1,Fantastic - must do,Aug,2022,"Amazing! So interesting, lots of information on display, from staff and from the guided tour! It was great to be able to go in and see all of the cells, the different facilities the prisoners had etc. There is no time pressure to leave and you can take your time, which is great!",5.0
Alcatraz Island,OneDay,Puglia,Italy13,1,Da rivedere la pulizia,Oct,2022,"Abbiamo visitato il carcere dì Alcatraz, il carcere più noto al mondo!",3.0
Alcatraz Island,nipri,London,UK21,1,Obviously a Must Do!,Oct,2022,There is no doubt in my mind that this is a tour that everyone should attempt to do.,5.0
Alcatraz Island,Ariana Monteiro,New Bedford,MA2,1,Amazing views and history!,Oct,2022,*BOOK A SUNSET TOUR IN ADVANCE*,5.0
Alcatraz Island,Fearless Rabbit,Killeen,TX47,3,Interesting place.,Oct,2022,"Watch 'The Rock' movie before you go, it will get you the reference points that makes a visit even more interesting. Ironically the Island is beautiful and surrounded by stunning scenery. So glad we decided to do touristy thing on our visit. The ferry ride was great. Memorable experience. Interesting place.",5.0
Alcatraz Island,coltaz55,Manchester,UK4,2,so glad we went,Sep,2022,wasn' t sure whether this would be my cup of tea but so glad we went. the audio tour was fantastic and so well organised and curated. very interesting. also the island (ironically) is beautiful and surrounded by stunning scenery.,5.0
Alcatraz Island,Lizzie,Pittsburgh,PA2,0,Obvious must do!,Sep,2022,I lived in San Francisco but never managed to go to Alcatraz. So happy I decided to be touristy this visit. It was a wonderful experience for me and my teen son,5.0
Alcatraz Island,KittyK1,Newry,UK6,2,Excellent attraction,Oct,2022,Alcatraz is an excellent historical attraction. We had booked the night tour but the time had been moved to 3.50pm. It would have been fantastic to be there in the dark.,5.0
Alcatraz Island,Aaron M,None,None,5,Interesting experience,Oct,2022,This was a fun and informative trip and worth the money. I’d recommend going in the morning to avoid the afternoon crowds. We booked for 1010am and the boat left at 940am - we were told to be there 30 minutes early but make sure you’re not late as they’re not joking!,4.0
Alcatraz Island,NatSteveC,Birmingham,UK24,0,Underwhelming,Sep,2022,"I might be wrong here but I was really looking forward to Alcatraz. The ferry service was good, although a bit OTT on the security etc.",3.0
Alcatraz Island,stevie m,Greenock,UK2,8,Excellent experience,Sep,2022,"Recommend the tour with the guide very educational,good to see all the prison in real life after hearing so much about it ,be prepared for loads of flies",5.0
Alcatraz Island,Lisa H,None,None,4,Don't bother,Sep,2022,It was such a disappointment. Nothing has been maintained and the buildings are literally falling apart. The audio tour is good but the audio on the devices are awful.,2.0
Alcatraz Island,Bethania A,None,None,290,Ótimo tour,Oct,2022,"Embarque pontual, oferecem audioguia em português. Apesar do valor do ingresso ser alto em comparação a outras atrações da cidade, vale muito a pena fazer esse tour.",4.0
Alcatraz Island,Yosserwirral,Wirral,UK41,0,A must do in San Fransisco - Brilliant,Sep,2022,"This is not a high cost day out, its a great experience, really well done, the boat ride out is a good sightseeing way to view the city too. The prison is atmospheric, informative and really interesting. Watch Escape from Alcatraz the film a few days before you go, you'll get all the reference points and get to know some of the inmates before you get there.",5.0
